Tag #,Site ,Disturbance_Level,Coral species,2014,2015a_pre,2015a_post,2015b,2015c,2016a,2016b,2017,2018,2019,2014,2015a_pre,2015a_post,2015b
1031_1344,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
1032,37,VERYLOW,Favites pentagona,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1033,40,HIGH,Favites pentagona,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1034,40,HIGH,Favites pentagona,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1035,40,HIGH,Platygyra sp,NA,NA,NA,NA,NA,platy,gone,NA,NA,NA,NA,NA,NA,NA
1036,40,HIGH,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,sampled,,,,
1036b,40,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA
1037,40,HIGH,Favites pentagona,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,NA,NA,NA,NA,NA
-,-,-,*tag lost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,2017samples,NA,NA,NA,NA,NA,NA
1040,40,HIGH,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
1041,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2*,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1042,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2*,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1043,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2*,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1044,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2*,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1045,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2*,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1046,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2*,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1047,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2*,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1048,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,bleaching2*,bleaching2,NA,NA,NA,NA,NA,NA,NA
1049,40,HIGH,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1050,40,HIGH,Favites pentagona,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1051,40,HIGH,Hydnophora microconos,NA,NA,NA,NA,NA,sampled,gone,NA,NA,NA,NA,NA,NA,NA
1052,40,HIGH,favia,NA,NA,NA,NA,NA,platy,sampled,NA,NA,NA,NA,NA,NA,NA
1053,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,2017samples,NA,sampled,NA,NA,NA,NA
1054,40,HIGH,Hydnophora microconos,NA,NA,NA,NA,NA,sampled,sampled,NA,NA,NA,NA,NA,NA,NA
1055,40,HIGH,Platygyra sp,NA,NA,NA,NA,NA,platy,bleaching2,NA,NA,sampled,NA,NA,NA,NA
1056,40,HIGH,Favites pentagona,NA,NA,NA,NA,NA,platy,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
1057,40,HIGH,favia,NA,NA,NA,NA,NA,platy,bleaching3_2018run,2017samples,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1058b,32,VERYHIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1060,32,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,bleaching2,barely alive,NA,NA,NA,NA,NA,NA
1061,32,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,bleaching2,2017samples,*found tag in sand,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1063,27,VERYHIGH,Hydnophora microconos,NA,NA,NA,NA,NA,NA,bleaching2,2017samples,sampled,NA,NA,NA,NA,NA
1064,27,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1065,5,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,NA,bleaching2,NA,NA,sampled,NA,NA,NA,NA
1065b,5,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1065c,5,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,NA,NA,NA,NA
1065d,5,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA
1066,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
1066b,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,NA,NA,NA,NA
1067,37,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,bleaching2,2017samples,NA,NA,NA,NA,NA,NA
1068,37,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,NA,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
1069,37,VERYLOW,Favia sp,NA,NA,NA,NA,NA,NA,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
1070,37,VERYLOW,Favia sp,NA,NA,NA,NA,NA,NA,bleaching2,NA,NA,NA,NA,NA,NA,NA
1071,37,VERYLOW,Favia sp,NA,NA,NA,NA,NA,NA,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,35,MED,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1077,35,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1078,35,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1079,35,MED,platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1080,5,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1082_1430,30,VERYHIGH,Porites lobata,NA,NA,NA,NA,NA,NA,bleaching2,2017samples,NA,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1084,30,VERYHIGH,Hydnophora microconos,NA,NA,NA,NA,NA,NA,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,8,MED,Porites lobata,NA,NA,compartment,compartment,bleaching2,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
1087,8,MED,Hydnophora microconos,NA,NA,NA,NA,NA,NA,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,34,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1092,5,VERYLOW,Favia sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1093,5,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1094,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1095,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1096,5,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1097,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1098_1316,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1098b_1434,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1099,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1100,5,VERYLOW,Favia,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1101,25,HIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA
1101b,25,HIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1105,25,HIGH,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1106_1278,25,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1107,25,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1108,25,HIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1109,25,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1110_1372,3,LOW,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1111,3,LOW,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,dead or gone,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112b,3,LOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1116,8,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1117,8,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,*tag found in sand,NA,NA,NA,NA
1118,8,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1119,8,MED,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1120,8,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1121,8,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1122,8,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1123,8,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1124,8,MED,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1125,8,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1126,8,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1127,8,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1128_1288,8,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1129_1310,8,MED,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1130,8,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1131,8,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1132,8,MED,Hydnophora microconos,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1133,35,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1134,35,MED,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1135,35,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1136,35,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1137,35,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1138,35,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1139,35,MED,Pocillopora sp.,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1140,35,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1141,35,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1142,35,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1143b,3,LOW,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA
1144,3,LOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1146,3,LOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1147,3,LOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1148,3,LOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1149_1277,3,LOW,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1150,19,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1152,25,HIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1153?_1376,25,HIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1154,25,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1155,25,HIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1156,25,HIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1157,25,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1158,25,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1159_1296,25,HIGH,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1160_1268,25,HIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1161,25,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1162,25,HIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1163,25,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1164,25,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1165,25,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1167,30,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1169,30,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1170,30,VERYHIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1171,30,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1172,30,VERYHIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1173,30,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1174,30,VERYHIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1175,30,VERYHIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1176,30,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1177_1387,30,VERYHIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1177b,30,VERYHIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA
1178,30,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1179_1306,30,VERYHIGH,Favia,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1180,30,VERYHIGH,Favia,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1181,30,VERYHIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1182,30,VERYHIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1183_1453,30,VERYHIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1184,30,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1185,30,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,*Gone or Dead,NA,NA,NA,NA
1186,30,VERYHIGH,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1187_1384,32,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1188,32,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,NA,NA,NA,NA,2017samples,* Dead or gone,NA,NA,NA,NA,NA
1189,32,VERYHIGH,Favia,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1190_1272,32,VERYHIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1191,32,VERYHIGH,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1192,34,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1194,34,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1195,34,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1196,34,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1197,34,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1198,34,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1199,34,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1200,34,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1201,34,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1202,34,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1203,34,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1204,9,LOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1205,9,LOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1206,9,LOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1207,9,LOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1208,40,HIGH,Hydnophora microconos,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1209,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1210,40,HIGH,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1211,40,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1212,40,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1213,40,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1214,40,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1215,40,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1216,40,HIGH,Favia,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1217,40,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1218,40,HIGH,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1219,35,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1220,35,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1221,35,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1221b,35,MED,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,NA,NA,NA,NA
1222,35,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,sampled,NA,NA,NA,NA
1223,35,MED,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1224,35,MED,Favia,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1225,35,MED,Pocillopora eydouxi,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,sampled,NA,NA,NA,NA
1226,35,MED,Favia,NA,NA,NA,NA,NA,NA,NA,NA,NA,gone,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1230,15,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1231,15,VERYLOW,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1232,15,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1233,15,VERYLOW,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1234,15,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1235,15,VERYLOW,Pocillopora eydouxi,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1236,15,VERYLOW,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1237,15,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1238,15,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,NA,NA,NA
1239,15,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1240,15,VERYLOW,Favites pentagona,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
1241_1267,15,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,2017samples,sampled,NA,NA,NA,NA,NA
